type,coords
university,"[(126.9934124, 37.6115857), (126.9934853, 37.6116736), (126.9934533, 37.6116922), (126.9937415, 37.6119984), (126.9937655, 37.6119842), (126.9937809, 37.6120006), (126.9938426, 37.6119641), (126.9938943, 37.612019), (126.9938048, 37.6120719), (126.9938362, 37.6121052), (126.9938186, 37.6121242), (126.9940364, 37.6123556), (126.9940528, 37.6123556), (126.9940832, 37.6123875), (126.9942654, 37.6122785), (126.9942354, 37.6122469), (126.9942392, 37.6122259), (126.9940301, 37.6120054), (126.9940087, 37.6120084), (126.9939602, 37.6119549), (126.9939956, 37.6119349), (126.9939531, 37.6118879), (126.9941885, 37.6117541), (126.9942023, 37.6117694), (126.9941536, 37.611797), (126.9944807, 37.6121583), (126.9946638, 37.6120542), (126.9943361, 37.6116922), (126.9943198, 37.6116872), (126.9942564, 37.6116159), (126.9942063, 37.611645), (126.9939539, 37.6112944), (126.9937806, 37.6113728), (126.9939894, 37.6116669), (126.9938127, 37.6117632), (126.9935788, 37.6114971), (126.9934124, 37.6115857)]"
school,"[(126.9509761, 37.5793519), (126.9510766, 37.579494), (126.9510285, 37.5795182), (126.9511597, 37.5796845), (126.9511225, 37.579714), (126.9512012, 37.5798664), (126.9513018, 37.5798266), (126.9513236, 37.5798491), (126.9512253, 37.5799011), (126.9513258, 37.5799894), (126.9514395, 37.5799409), (126.9514354, 37.5799356), (126.9517767, 37.5797685), (126.9517663, 37.5797547), (126.9522035, 37.579542), (126.9521849, 37.5795193), (126.9522969, 37.5794723), (126.9520215, 37.5791076), (126.95191, 37.5791579), (126.9521306, 37.5794479), (126.9516581, 37.5796858), (126.9513556, 37.5798328), (126.9512581, 37.579707), (126.9512908, 37.5796914), (126.9512646, 37.5796516), (126.9513324, 37.5796222), (126.9511442, 37.57937), (126.9510919, 37.5792999), (126.9509761, 37.5793519)]"
hospital,"[(126.9509738, 37.4782902), (126.9510428, 37.4786669), (126.9511834, 37.4786506), (126.9512, 37.4784867), (126.9511932, 37.4784502), (126.9511811, 37.4783868), (126.9511595, 37.4782688), (126.9509738, 37.4782902)]"
school,"[(127.0797631, 37.5399386), (127.0798613, 37.5399482), (127.0798493, 37.5400117), (127.0800026, 37.5400349), (127.0800181, 37.5399755), (127.0802205, 37.5400083), (127.0802869, 37.5401067), (127.0803515, 37.5400793), (127.0803876, 37.5401189), (127.0803213, 37.5401579), (127.0805237, 37.5403826), (127.0805952, 37.5403505), (127.0806495, 37.5404195), (127.0806943, 37.5404003), (127.0807821, 37.5405151), (127.0809027, 37.5404522), (127.0807632, 37.5402829), (127.0806977, 37.5403047), (127.0804944, 37.5400711), (127.0806038, 37.540024), (127.0806426, 37.5400698), (127.0809131, 37.5399304), (127.0808924, 37.5399072), (127.0808976, 37.5398662), (127.0807442, 37.5398539), (127.0807373, 37.5399018), (127.080572, 37.539981), (127.0805737, 37.539996), (127.0804738, 37.5400479), (127.0803894, 37.5399468), (127.0798846, 37.5398635), (127.0797795, 37.5398533), (127.0797631, 37.5399386)]"
university,"[(127.0813811, 37.5407966), (127.0814225, 37.5408797), (127.0814834, 37.5408623), (127.0815443, 37.5410053), (127.0814761, 37.5410285), (127.0815126, 37.5411115), (127.0815784, 37.5410922), (127.0817075, 37.5414032), (127.0816393, 37.5414226), (127.0817026, 37.5415674), (127.0818683, 37.5415191), (127.0818439, 37.5414631), (127.0820437, 37.5414148), (127.0820695, 37.541476), (127.0821714, 37.5414456), (127.0821046, 37.5412873), (127.0818659, 37.5413433), (127.0818025, 37.541326), (127.0815686, 37.5407426), (127.0813811, 37.5407966)]"
hospital,"[(127.0714184, 37.5401447), (127.0717464, 37.5408424), (127.072573, 37.5405981), (127.0724637, 37.5403656), (127.0721818, 37.540449), (127.071963, 37.5399837), (127.0714184, 37.5401447)]"
school,"[(127.0316748, 37.4830871), (127.031796, 37.4831016), (127.0318089, 37.4830637), (127.0326785, 37.4831867), (127.0328012, 37.4826891), (127.0320294, 37.4825673), (127.0320423, 37.482506), (127.0321576, 37.4825231), (127.0321624, 37.4825001), (127.0322379, 37.4825124), (127.032254, 37.4824379), (127.0321769, 37.4824226), (127.0321816, 37.4824039), (127.0320342, 37.4823379), (127.0319108, 37.4823209), (127.0318819, 37.4824737), (127.0319677, 37.4824865), (127.0319328, 37.4826589), (127.0326376, 37.4827657), (127.0325634, 37.4830686), (127.0318658, 37.4829632), (127.0318499, 37.4830314), (127.0318094, 37.4830271), (127.0318304, 37.4829296), (127.0318872, 37.4829377), (127.0319189, 37.4827827), (127.0317499, 37.4827615), (127.0316748, 37.4830871)]"
church,"[(126.9452548, 37.4795418), (126.9452902, 37.4797506), (126.945368, 37.4797424), (126.9456518, 37.4797121), (126.9456166, 37.4795038), (126.945315, 37.4795355), (126.9452548, 37.4795418)]"
retail,"[(126.9487059, 37.4792032), (126.9487335, 37.479375), (126.9488553, 37.4793627), (126.9488807, 37.4795209), (126.9492843, 37.47948), (126.9492313, 37.47915), (126.9487059, 37.4792032)]"
train_station,"[(126.8952645, 37.5813866), (126.8953333, 37.58145), (126.8962655, 37.5808139), (126.8962303, 37.5807815), (126.8962689, 37.5807081), (126.8962125, 37.5806549), (126.8959712, 37.5808182), (126.8959225, 37.5807732), (126.8957545, 37.5808872), (126.8954418, 37.580598), (126.895364, 37.5806508), (126.8955794, 37.58085), (126.8954454, 37.5809409), (126.8954891, 37.5809814), (126.8954813, 37.5810977), (126.8955693, 37.5811787), (126.8952645, 37.5813866)]"
school,"[(126.8952273, 37.5849572), (126.8952422, 37.5850808), (126.8953972, 37.5850691), (126.8954041, 37.5851263), (126.8955441, 37.5851157), (126.8958347, 37.5850937), (126.8958294, 37.5850504), (126.8962395, 37.5850193), (126.896223, 37.5848823), (126.8957159, 37.5849207), (126.895713, 37.5848969), (126.8956131, 37.5849045), (126.8956159, 37.5849277), (126.8952273, 37.5849572)]"
school,"[(126.8947961, 37.5847196), (126.8948208, 37.5849771), (126.8950363, 37.5849641), (126.8950116, 37.5847066), (126.8947961, 37.5847196)]"
school,"[(126.8952123, 37.5855334), (126.8952447, 37.5855696), (126.8953048, 37.5855359), (126.8952724, 37.5854996), (126.8952123, 37.5855334)]"
school,"[(126.8954139, 37.5852082), (126.895422, 37.5852754), (126.8954891, 37.5852703), (126.895481, 37.5852031), (126.8954139, 37.5852082)]"
school,"[(126.8953552, 37.5854531), (126.8953854, 37.5854869), (126.8954743, 37.585437), (126.8954443, 37.5854019), (126.8953552, 37.5854531)]"
school,"[(126.8954225, 37.585275), (126.8954243, 37.5852843), (126.8954443, 37.5854019), (126.895568, 37.5853356), (126.8955589, 37.5852692), (126.8954225, 37.585275)]"
school,"[(126.8954041, 37.5851263), (126.8954139, 37.5852082), (126.895481, 37.5852031), (126.895554, 37.5851976), (126.8955441, 37.5851157), (126.8954041, 37.5851263)]"
school,"[(126.8952724, 37.5854996), (126.8953048, 37.5855359), (126.8953149, 37.5855471), (126.8953977, 37.5855006), (126.8953854, 37.5854869), (126.8953552, 37.5854531), (126.8952724, 37.5854996)]"
school,"[(126.8949835, 37.5855269), (126.8950638, 37.5856168), (126.8952123, 37.5855334), (126.8952724, 37.5854996), (126.8953552, 37.5854531), (126.8954443, 37.5854019), (126.8954243, 37.5852843), (126.8949835, 37.5855269)]"
university,"[(126.9480731, 37.4580661), (126.9488237, 37.4581837), (126.9490304, 37.457353), (126.9482918, 37.4572372), (126.9482232, 37.4575127), (126.9483841, 37.4575379), (126.9483186, 37.4578014), (126.9481457, 37.4577743), (126.9480731, 37.4580661)]"
university,"[(126.9476319, 37.4596872), (126.948309, 37.4597681), (126.9483572, 37.4595137), (126.9476801, 37.4594328), (126.9476319, 37.4596872)]"
university,"[(126.9501483, 37.4587451), (126.9501849, 37.4588151), (126.9502342, 37.4589094), (126.9505265, 37.4588131), (126.9504406, 37.4586488), (126.9501483, 37.4587451)]"
university,"[(126.9477907, 37.4588), (126.9484561, 37.4588862), (126.9485034, 37.4586559), (126.947838, 37.4585697), (126.9477907, 37.4588)]"
university,"[(126.9511289, 37.4550626), (126.9512248, 37.4550706), (126.9512196, 37.455109), (126.9511417, 37.4551025), (126.9511307, 37.4551846), (126.9517672, 37.4552381), (126.9517856, 37.4550999), (126.9516233, 37.4550862), (126.9516309, 37.4550285), (126.951807, 37.4550433), (126.951829, 37.4548789), (126.9516555, 37.4548643), (126.9516691, 37.4547624), (126.9518297, 37.4547759), (126.9518519, 37.4546096), (126.951683, 37.4545954), (126.9516924, 37.4545249), (126.9518681, 37.4545396), (126.9518876, 37.4543933), (126.9512297, 37.454338), (126.9512098, 37.4544876), (126.951338, 37.4544984), (126.9513313, 37.454549), (126.9511924, 37.4545373), (126.9511605, 37.4547764), (126.9512688, 37.4547855), (126.9512651, 37.4548139), (126.9511632, 37.4548053), (126.9511289, 37.4550626)]"
university,"[(126.9476671, 37.459246), (126.94838, 37.4593397), (126.9484295, 37.4591025), (126.9477165, 37.4590089), (126.9476671, 37.459246)]"
retail,"[(126.9473043, 37.4814341), (126.9473361, 37.4816265), (126.9476346, 37.4815989), (126.9476035, 37.4814073), (126.9473043, 37.4814341)]"
school,"[(127.0529835, 37.492939), (127.0539209, 37.4931605), (127.0539318, 37.4931654), (127.0539695, 37.4930642), (127.0531632, 37.4928677), (127.0534425, 37.4921297), (127.0535906, 37.4921644), (127.0536246, 37.4920661), (127.0532968, 37.491989), (127.0532676, 37.4920815), (127.0533065, 37.4920911), (127.0529835, 37.492939)]"
school,"[(127.051251, 37.4917755), (127.0529373, 37.4921951), (127.0530575, 37.4918954), (127.052951, 37.4918668), (127.0528669, 37.4920711), (127.052465, 37.491973), (127.0525423, 37.4917618), (127.0524238, 37.4917305), (127.0523448, 37.4919417), (127.0519379, 37.4918409), (127.0520186, 37.491631), (127.051907, 37.4916024), (127.0518245, 37.4918054), (127.051421, 37.4917087), (127.0514983, 37.4915043), (127.0513592, 37.4914648), (127.0513506, 37.4914812), (127.051251, 37.4917755)]"
university,"[(127.0319491, 37.5892982), (127.0320648, 37.5894016), (127.0320952, 37.5893802), (127.0324459, 37.5896936), (127.0324119, 37.5897175), (127.0325086, 37.5898039), (127.0326946, 37.5896732), (127.0326086, 37.5895963), (127.0325633, 37.5896281), (127.0321862, 37.5892911), (127.0322214, 37.5892664), (127.0321215, 37.589177), (127.0319491, 37.5892982)]"
university,"[(127.0317559, 37.587889), (127.0320068, 37.5881257), (127.0320156, 37.588134), (127.0320793, 37.5881936), (127.0322751, 37.5880788), (127.0321034, 37.5879364), (127.0324306, 37.5877366), (127.0322576, 37.5875672), (127.0317559, 37.587889)]"
school,"[(126.8383423, 37.4897965), (126.838345, 37.4898412), (126.8383651, 37.4898721), (126.8385974, 37.4900088), (126.8386623, 37.4900296), (126.8387286, 37.4900178), (126.8387631, 37.4899802), (126.8387567, 37.4899381), (126.8387299, 37.4898955), (126.8385261, 37.4897763), (126.8384885, 37.4897572), (126.8384214, 37.4897508), (126.8383799, 37.4897645), (126.8383423, 37.4897965)]"
school,"[(126.8378933, 37.489604), (126.8382829, 37.4896579), (126.8382754, 37.4896919), (126.8383324, 37.4896997), (126.8383279, 37.4897201), (126.8386544, 37.4897653), (126.8386584, 37.4897471), (126.8386925, 37.4897518), (126.8386971, 37.4897311), (126.8388665, 37.4897545), (126.8388368, 37.4898895), (126.8387846, 37.4898823), (126.8387631, 37.4899802), (126.8388249, 37.4899887), (126.8387986, 37.4901083), (126.8389345, 37.4901271), (126.8390372, 37.4896602), (126.8379151, 37.4895049), (126.8378933, 37.489604)]"
hospital,"[(127.0045495, 37.4992273), (127.0048537, 37.4992734), (127.0048652, 37.4992253), (127.0049293, 37.499235), (127.0048978, 37.4993658), (127.0049229, 37.4993696), (127.004831, 37.4997515), (127.0052324, 37.4998123), (127.0052724, 37.4996465), (127.0051336, 37.4996255), (127.0051647, 37.4994965), (127.0051239, 37.4994902), (127.0051334, 37.4994508), (127.0054022, 37.4994919), (127.0053229, 37.4998184), (127.0054886, 37.4998437), (127.0057293, 37.4988544), (127.0056896, 37.4988483), (127.0057006, 37.4988036), (127.0052862, 37.4987397), (127.0052738, 37.4987902), (127.0052158, 37.4987812), (127.0052284, 37.49873), (127.0052086, 37.498727), (127.0052153, 37.4986996), (127.0051355, 37.4986872), (127.0051288, 37.4987143), (127.0049559, 37.4986873), (127.0049384, 37.4987582), (127.0048102, 37.4987382), (127.004802, 37.4987716), (127.0047582, 37.4987648), (127.0047454, 37.4988168), (127.0047198, 37.4988128), (127.0047063, 37.4988679), (127.0046767, 37.4988634), (127.0046529, 37.4989618), (127.0046147, 37.498956), (127.0045495, 37.4992273)]"
hospital,"[(127.0053861, 37.5025155), (127.0055103, 37.502533), (127.0055062, 37.5025514), (127.0059347, 37.5026115), (127.0059411, 37.502583), (127.0059972, 37.5025909), (127.006016, 37.5025065), (127.0064084, 37.5025616), (127.0064464, 37.5023908), (127.0058903, 37.5023128), (127.005902, 37.5022604), (127.0054937, 37.5022031), (127.0054614, 37.5023481), (127.0054246, 37.5023429), (127.0053861, 37.5025155)]"
hospital,"[(127.004069, 37.5020252), (127.0043287, 37.5020626), (127.0043174, 37.502112), (127.0048411, 37.5021877), (127.0048174, 37.5022909), (127.0051542, 37.5023397), (127.0051744, 37.5022524), (127.0052237, 37.5022596), (127.005448, 37.5012907), (127.0053869, 37.5012818), (127.0053975, 37.5012357), (127.0044664, 37.5011008), (127.0044516, 37.5011663), (127.0042718, 37.5011408), (127.0042372, 37.5012944), (127.0041998, 37.501289), (127.0041828, 37.5013642), (127.004244, 37.5013729), (127.0042255, 37.5014542), (127.0042003, 37.5014506), (127.004069, 37.5020252)]"
university,"[(127.0056268, 37.4999213), (127.0063866, 37.500037), (127.006397, 37.4999942), (127.0065982, 37.5000248), (127.0066191, 37.4999381), (127.0065816, 37.4999324), (127.0066013, 37.4998508), (127.0064189, 37.4997146), (127.0064241, 37.4996934), (127.0060051, 37.4996292), (127.0059841, 37.4997156), (127.0057304, 37.4996767), (127.0057237, 37.4997043), (127.0056809, 37.4996977), (127.0056268, 37.4999213)]"
university,"[(127.0046736, 37.5004813), (127.0047096, 37.5004864), (127.0046854, 37.5005936), (127.0054339, 37.5006999), (127.0054529, 37.5006156), (127.0056134, 37.5006383), (127.0057129, 37.5001964), (127.0055458, 37.5001727), (127.0055639, 37.5000923), (127.0054667, 37.5000785), (127.0054533, 37.5000997), (127.0051662, 37.5000576), (127.0051169, 37.5002691), (127.0051938, 37.5002804), (127.0052022, 37.5002442), (127.0054054, 37.5002739), (127.005344, 37.5005385), (127.0048641, 37.5004684), (127.0049566, 37.5000695), (127.0048905, 37.5000599), (127.0049048, 37.4999977), (127.0048138, 37.4999845), (127.0047942, 37.5000696), (127.0047681, 37.5000659), (127.0046736, 37.5004813)]"
university,"[(127.0063044, 37.500627), (127.0063392, 37.500632), (127.0063203, 37.5007143), (127.0065328, 37.5007449), (127.006557, 37.500639), (127.0066701, 37.5006553), (127.0067162, 37.5004541), (127.0068066, 37.5004671), (127.0068929, 37.5000902), (127.0064839, 37.5000313), (127.0064042, 37.5003798), (127.0063623, 37.5003738), (127.0063044, 37.500627)]"
university,"[(127.0061883, 37.5010275), (127.0064255, 37.5010641), (127.0064742, 37.5008654), (127.0065017, 37.5008696), (127.0065328, 37.5007449), (127.0062677, 37.5007036), (127.0061883, 37.5010275)]"
university,"[(126.9513027, 37.4621276), (126.9514513, 37.4622389), (126.9519341, 37.46261), (126.9520672, 37.4625006), (126.9514357, 37.4620165), (126.9513027, 37.4621276)]"
university,"[(126.9517037, 37.465136), (126.9517735, 37.465779), (126.9518432, 37.4657704), (126.9518647, 37.465796), (126.9520685, 37.465813), (126.9520659, 37.4657048), (126.9526999, 37.4656726), (126.9526875, 37.4654732), (126.9520653, 37.4655182), (126.9520701, 37.4655824), (126.9519996, 37.4655828), (126.9519771, 37.4653816), (126.951972, 37.4653361), (126.9519237, 37.4653361), (126.9520417, 37.4652254), (126.952031, 37.4650892), (126.95187, 37.4650892), (126.9517037, 37.465136)]"
train_station,"[(127.0434283, 37.556634), (127.043484, 37.5566393), (127.0436044, 37.5566508), (127.0436515, 37.5563407), (127.043693, 37.5563446), (127.043775, 37.5558297), (127.0438868, 37.555127), (127.0438539, 37.5551219), (127.0438987, 37.5548146), (127.0437334, 37.5547994), (127.0437036, 37.5547967), (127.0436589, 37.555104), (127.0436266, 37.5551036), (127.043521, 37.5558066), (127.0434442, 37.5563178), (127.0434755, 37.5563238), (127.0434283, 37.556634)]"
university,"[(127.0440971, 37.5548457), (127.0441925, 37.5551923), (127.0442528, 37.5554115), (127.044347, 37.5553952), (127.0444551, 37.5553765), (127.0442994, 37.5548107), (127.0440971, 37.5548457)]"
school,"[(127.0439269, 37.5547868), (127.0439538, 37.554874), (127.0440971, 37.5548457), (127.0442994, 37.5548107), (127.0443365, 37.5548049), (127.0442882, 37.554622), (127.0441193, 37.5546518), (127.0441461, 37.5547432), (127.0439269, 37.5547868)]"
school,"[(127.0437603, 37.5568328), (127.0440118, 37.5568608), (127.0440828, 37.5564605), (127.0440942, 37.5563945), (127.044154, 37.5564009), (127.0441712, 37.5563003), (127.0440128, 37.5562832), (127.0438608, 37.5562663), (127.0437603, 37.5568328)]"
school,"[(127.0445593, 37.5583335), (127.0446752, 37.558486), (127.0448675, 37.5583941), (127.0447516, 37.5582416), (127.0446665, 37.5582823), (127.0445593, 37.5583335)]"
school,"[(127.0437094, 37.5587272), (127.0439539, 37.5587809), (127.0439311, 37.5588462), (127.044244, 37.5589148), (127.0442616, 37.5588643), (127.0443747, 37.5588891), (127.0443578, 37.5589374), (127.0445104, 37.5589709), (127.0445276, 37.5589219), (127.0445742, 37.5589321), (127.0445868, 37.558896), (127.0448532, 37.5586748), (127.0447611, 37.5586051), (127.0447155, 37.558643), (127.0445955, 37.5586219), (127.0444889, 37.5586027), (127.0445036, 37.5585516), (127.0446301, 37.558494), (127.0445238, 37.5583472), (127.0443132, 37.5584431), (127.0442598, 37.5586005), (127.0442155, 37.5587287), (127.0441927, 37.5587237), (127.044218, 37.5586505), (127.0437698, 37.5585532), (127.0437416, 37.5586349), (127.0437094, 37.5587272)]"
school,"[(127.04434, 37.5570929), (127.0443883, 37.5571907), (127.04445, 37.5571716), (127.0444607, 37.5571886), (127.0443776, 37.557212), (127.0445274, 37.5575246), (127.0446082, 37.5574991), (127.0446136, 37.5575097), (127.0447477, 37.5574735), (127.0445948, 37.5571355), (127.0446324, 37.5571248), (127.0445841, 37.5570206), (127.0444505, 37.5570602), (127.04434, 37.5570929)]"
school,"[(127.047269, 37.5572056), (127.0473149, 37.5572215), (127.0473799, 37.557244), (127.0476311, 37.5573311), (127.0477866, 37.5570547), (127.0476847, 37.5570206), (127.0476525, 37.5570759), (127.0476034, 37.5570608), (127.047556, 37.5570462), (127.0475238, 37.5571078), (127.047446, 37.5570759), (127.0474058, 37.5571567), (127.0473119, 37.5571227), (127.0472926, 37.55716), (127.047269, 37.5572056)]"
school,"[(127.0445653, 37.5575246), (127.0446565, 37.5577223), (127.044576, 37.5578052), (127.0446753, 37.5578605), (127.0448201, 37.5577096), (127.0448308, 37.5576819), (127.0447879, 37.5575905), (127.0448201, 37.5575799), (127.0447695, 37.5574673), (127.0447477, 37.5574735), (127.0446136, 37.5575097), (127.0445653, 37.5575246)]"
school,"[(127.0447906, 37.5582262), (127.0448979, 37.5583687), (127.0454692, 37.5581008), (127.0453646, 37.5579583), (127.0452763, 37.5580008), (127.0451876, 37.5580434), (127.0451672, 37.5580167), (127.0450647, 37.5580626), (127.0449891, 37.5580965), (127.0450079, 37.5581242), (127.0447906, 37.5582262)]"
